album,song_title,writers,capo,intro_chords,verse_chords,verse_lyrics,pre_chorus_chords,pre-chorus_lyrics,chorus_chords,chorus_lyrics,post_chorus_chords,Post_Chorus_Lyrics,bridge_chords,bridge_lyrics,outro_chords,outro_lyrics,multi_verse,multi_bridge,core_title,common_id,intro_chordsTransposed,verse_chordsTransposed,pre_chorus_chordsTransposed,chorus_chordsTransposed,post_chorus_chordsTransposed,bridge_chordsTransposed,outro_chordsTransposed
Speak Now(Taylor’s Version),when emma fall in love (taylor's version) (from the vault),Taylor Swift,0,D-A-Em-G,D-A-Em-G,When Emma falls in love  she paces the floor/Closes the blinds and locks the door/When Emma falls in love  she calls up her mom/Jokes about the ways that this one could go wrong/She waits and takes her time 'cause little miss sunshine always thinks it's gonna rain/When Emma falls in love  I know that boy will never be the same,NONE,NONE,G-D-A-C-G,Cause she's the kind of book that you can't put down/Like if Cleopatra grew up in a small town/And all the bad boys would be good boys/If they only had a chance to love her/And to tell you the truth  sometimes I wish I was her,NONE,NONE,Em-G-D-A,And she's so New York when she's in LA/She won't lose herself in love the way that I did/And she'll call you out  she'll put you in your place/When Emma falls in love  I'm learning,NONE,NONE,True,False,when emma fall in love taylors version from the vault,196,D-A-Em-G,D-A-Em-G,NONE,G-D-A-C-G,NONE,Em-G-D-A,NONE
1989 (Taylor's Version),all you had to do was stay (taylor's version),Taylor Swift   Max Martin,3,G-D-A-Bm,G-D-A-Bm-A,People like you always want back/The love they gave away/And people like me wanna believe you/When you say you've changed/The more I think about it now/The less I know/All I know is that you drove us/Off the road,NONE,NONE,G-D-A-Bm-A,(Stay) Hey   all you had to do was stay/Had me in the palm of your hand   then/Why’d you have to go and lock me out when I let you in?/(Stay) Hey   now you say you want it back/Now that it's just too late   well   could've been easy/All you had to do was (Stay),G-D-A-Bm-G-D-A,All you had to do was (Stay)/All you had to do was (Stay)/All you had to do was (Stay)/All you had to do was stay/All you had to do was (Stay)/All you had to do was (Stay)/All you had to do was (Stay   stay   stay   stay   stay),A-G-D-A-Bm,Let me remind you/This was what you wanted (Oh   oh   oh-oh-oh)/You ended it/You were all I wanted (Oh   oh   oh-oh-oh)/But not like this/Not like this   not like this/Oh   all you had to do was,NONE,NONE,False,False,all you had to do was stay taylors version,2,A#-F-C-Dm,A#-F-C-Dm-C,NONE,A#-F-C-Dm-C,A#-F-C-Dm-A#-F-C,C-A#-F-C-Dm,NONE
Midnights,anti-hero,Taylor Swift Jack Antonoff,2,NONE,G-D-A-Bm,I have this thing where I get older but just never wiser/ Midnights become my afternoons/ When my depression works the graveyard shift all of the people/ I've ghosted stand there in the room,G-D-A-Bm,I should not be left to my own devices/They come with prices and vices/I end up in crisis/(Tale as old as time)/ I wake up screaming from dreaming,G-D-A-Bm,It's me hi/I’m the problem it's me/At teatime everybody agrees/I'll stare directly at the sun but never in the mirror/It must be exhausting always rooting for the anti-hero,NONE,NONE,G-D-A-Bm,I have this dream my daughter-in-law kills me for the money/ She thinks I left them in the will/ The family gathers 'round and reads it/And then someone screams out/ 'She's laughing up at us from hell,NONE,NONE,False,False,antihero,131,NONE,A-E-B-C#m,A-E-B-C#m,A-E-B-C#m,NONE,A-E-B-C#m,NONE
1989 (Taylor's Version),wonderland (taylor's version),Taylor Swift   Max Martin   Shellback,1,D,D-Bm-D-Bm,Flashing lights/And we took wrong turn/And we fell down rabbit hole/You held on tight to me/‘Cause nothing's as it seems/And spinning out of control,G-Bm-A-Bm-G-D-A,Didn’t they tell us 'Don't rush into things'?/Didn't you flash your green eyes at me?/Haven’t you heard what becomes of curious minds?/Ooh   didn't it all seem new and exciting?/I felt your arms twistin' around me/I should have slept with one eye open at night,G-D-A-Bm,We found Wonderland   you and I got lost in it/And we pretended it could last forever (Eh   eh)/We found Wonderland   you and I got lost in it/And life was never worse   but never better (Eh   eh),G-D-A-Bm,(Eh   eh   eh   eh   eh   eh)/In Wonderland/(Eh   eh   eh   eh   eh   eh)/In Wonderland/(Eh   eh   eh   eh   eh   eh)/In Wonderland/(Eh   eh   eh   eh   eh   eh)/In Wonderland,A-Bm-G-D,I reached for you   but you were gone/I knew I had to go back home/You searched the world for somethin' else/To make you feel like what we had/And in the end   in Wonderland   we both went mad,NONE,NONE,False,False,wonderland taylors version,1,D#,D#-Cm-D#-Cm,G#-Cm-A#-Cm-G#-D#-A#,G#-D#-A#-Cm,G#-D#-A#-Cm,A#-Cm-G#-D#,NONE
RED (Taylor's Version),girl at home (taylor's version),Taylor Swift,3,CHORUS,G-D-A-Bm-G-D-A,I don't even know her/But I feel a responsibility/To do what's upstanding and right/It’s kinda like a code yeah/And you've been getting closer and closer/And crossing so many lines,Bm-G-D-A,And it would be a fine proposition/If I was a stupid girl/But honey I am no one's exception/This I have previously learned,G-D-A,So don't look at me you got a girl at home/And everybody knows that everybody knows that ah-ah/Don’t look at me you got a girl at home/And everybody knows that еverybody knows that/I see you turn off your phone/And now you've got mе alone and I say/Don’t look at me you got a girl at home/And everybody knows that everybody knows that,G-Bm-A-G,Oh-oh/Oh-oh,A-Bm-G-A,Call a cab lose my number/You’re about to lose your girl/Call a cab lose my number/Let’s consider this lesson learned,G-D-A,It would be a fine proposition/If I hadn't once been just like her,False,False,girl at home taylors version,154,CHORUS,A#-F-C-Dm-A#-F-C,Dm-A#-F-C,A#-F-C,A#-Dm-C-A#,C-Dm-A#-C,A#-F-C
1989 (Taylor's Version),say don't go (taylor's version) (from the vault),Taylor Swift   Diane Warren,2,D,D-Bm-G-D,I've known it from the very start/We’re shot in the darkest dark/Oh no   oh no   I'm unarmed/The waiting is sadness/Fading into madness/Oh no   oh no   it won't stop,G-D-A,I’m standin' on tightrope alone/I hold my breath little bit longer/Halfway out the door   but it won't close/I'm holdin' out   oh   for you to say   'Don't go'/I would stay forever if you say   'Don't go',G-D-A,Why'd you have to lead me on?/Why you’d have to twist the knife?/Walk away and leave me bleedin’   bleedin’?/Why’d you whisper in the dark Just to leave me in the night?/Now you silence has me screamin'   screamin’ (Say) Say   '(Don't) Don’t (Go) go'/I would stay forever if you (Say) say   '(Don't) Don't (Go) go'/(Say   say   say   say),NONE,NONE,G-D-A,Why'd you have to (Why'd you have to)/Make me want you (Make me want you)?/Why'd you have to (Why'd you have to)/Give me nothin' back?/Why'd you have to (Why'd you have to)/Make me love you (Make me love you)?/I said   'I love you  ' you say nothin' back,G-D-A,But you won't but you won't   but you won’t/I would stay forever if you say   'Don't go'/But you won't   but you won't   but you won’t,False,False,say dont go taylors version from the vault,6,E,E-C#m-A-E,A-E-B,A-E-B,NONE,A-E-B,A-E-B
The Tortured Poets Department,imgonnagetyouback,Taylor Swift Jack Antonoff,2,G,Em-C-G,Lilac short skirt the one that fits me like skin/Did your research you knew the price going in/And I'll tell you one thing honey/I can tell when somebody still wants me come clean/Standing at the bar like something's funny bubbly/Once you fix your face I'm going in (Yeah),NONE,NONE,G-C-G-Em,Whether I'm gonna be your wife or/Gonna smash up your bike I haven't decided yet/But I'm gonna get you back/Whether I'm gonna flip you off or/Pull you into the closet I haven't decided yet/But I'm gonna get you back,C-G-D,I-I hear thе whispers in your eyes/Oh make you wanna think twice/You’ll find that you were never not mine/(You’re mine),Em-C-G-D,I can feel it coming honey in the way you move/Push the reset button we're becoming something new/Say you got somebody else say 'I got someone too’/Even if it's handcuffed I'm leaving here with you/Bygones will be bygone eras fading into grey (Fading into grey)/Rebuild all the pieces but still wanna play the gAme (Oh)/Told my friends I hate you but I love you just the sAme/Pick your poison babe I'm poison either way (Ha),NC,I’m gonna get you back,False,False,imgonnagetyouback,225,A,F#m-D-A,NONE,A-D-A-F#m,D-A-E,F#m-D-A-E,NC
Evermore,happiness,Taylor Swift  Aaron Dessner,4,G-C-G-C,G-C-Am-D,Honey  when I'm above the trees/I see this for what it is/But now I'm right down in it  all the years I've given/Is just shit we're dividin' up/Showed you all of my hiding spots/I was dancing when the music stopped/And in the disbelief  I can't face reinvention/I haven't met the new me yet,NONE,NONE,G-C-G-Am-D-C,There’ll be happiness after you/But there was happiness because of you/Both of these things can be true/There is happiness,NONE,NONE,G-Am-G-C-Em,Past the blood and bruise/Past the curses and cries/Beyond the terror in the nightfall/Haunted by the look in my eyes/That would've loved you for a lifetime/Leave it all behind/And there is happiness,Dm-C-F-G,NONE,True,False,happiness,46,B-E-B-E,B-E-C#m-F#,NONE,B-E-B-C#m-F#-E,NONE,B-C#m-B-E-G#m,F#m-E-A-B
RED (Taylor's Version),stay stay stay (taylor's version),Taylor Swift,0,C-F-Am-G,C-F-Am-G,I'm pretty sure we almost broke up last night/I threw my phone across the room at you/I was expecting some dramatic turn away/But you stayed/This morning I said we should talk about it/‘Cause I read you should never leave a fight unresolved/That’s when you came in wearing a football helmet/And said 'Okay let's talk’,NONE,NONE,G-C-F-Am-G,And I said 'Stay stay stay’/I've been loving you for quite some time time time/You think that it's funny when I'm mad mad mad/But I think that it's best if we both stay,NONE,NONE,Am-F-C-G,You took the time to memorize me/My fears my hopes and dreams/I just like hanging out with you/All the time/All those times that you didn't leave/It’s been occurring to me/I’d like to hang out with you/For my whole life,NONE,That’s so fun,False,False,stay stay stay taylors version,139,C-F-Am-G,C-F-Am-G,NONE,G-C-F-Am-G,NONE,Am-F-C-G,NONE
Speak Now(Taylor’s Version),long live (taylor's version),Taylor Swift,0,G-C-Em-D-C,G-C-Em-D-C,said 'remember this moment' in the back of my mind/The time we stood with our shaking hands/The crowds in stands went wild/We were the kings and the queens/And they read off our names/The night you danced like you knew our lives/Would never be the same,NONE,NONE,G-C-Em-D-C,Long live the walls we crashed through/All the kingdom lights shined just for me and you/I was screaming  'long live all the magic we made’/And bring on all the pretenders/One day we will be remembered,NONE,NONE,NONE,NONE,NONE,NONE,True,False,long live taylors version,194,G-C-Em-D-C,G-C-Em-D-C,NONE,G-C-Em-D-C,NONE,NONE,NONE
The Tortured Poets Department,so high school,Taylor Swift Aaron Dessner,0,C-G-D,C-G-D,I feel so high school every time I look at you/I wanna find you in a crowd just to hide from you,NONE,NONE,G-C-Em-D,And in a blink of a crinkling eye/I’m sinking our fingers entwined/Cheeks pink in the twinkling lights/Tell me 'bout the first time you saw me/I'll drink what you think and I'm high/From smoking your jokes all dAmn night/The brink of a wrinkle in time?/Been a sweet 16 suddenly,C-G-D,I'm watching American Pie with you on a Saturday night/Your friends are around so be quiet/I’m trying to stifle my sighs/‘Cause I feel so high school every time I look at you but look at you,Am-G-C-D,Truth dare spin bottles/You know how to ball I know Aristotle/Brand new full throttle/Touch me while your bros play Grand Theft Auto/It's true swear scouts honor/You knew what you wanted and boy you got her/Brand new full throttle/You already know babe,BRIDGE,BRIDGE,True,False,so high school,208,C-G-D,C-G-D,NONE,G-C-Em-D,C-G-D,Am-G-C-D,BRIDGE
Fearless (Taylor's Version),today was a fairytale (taylor's version),Taylor Swift,0,G-C-Em-D,G-C-Em-D,Today was a fairytale  you were the prince/I used to be a damsel in distress/You took me by the hand and you picked me up at six/Today was a fairytale/Today was a fairytale/ Today was a fairytale  I wore a dress/You wore a dark gray T-shirt/You told me I was pretty when I looked like a mess/Today was a fairytale,C-Em-D,Time slows down/Whenever you're around,G-C-Em-D,Well  can you feel this magic in the air?/It must have been the way you kissed me/Fell in love when I saw you standing there/It must have been the way/Today was a fairytale/It must have been the way/Today was a fairytale,NONE,NONE,C-Em-D,Time slows down/Whenever you're around/ I can feel my heart/It’s beating in my chest/Did you feel it?/I can't put this down,G-C-Em-D-G,Oh  oh  yeah  woah/Today was a fairytales,False,False,today was a fairytale taylors version,74,G-C-Em-D,G-C-Em-D,C-Em-D,G-C-Em-D,NONE,C-Em-D,G-C-Em-D-G
RED (Taylor's Version),message in a bottle (taylor's version) (from the vault),Taylor Swift Max Martin Shellback,0,G,G-C-Em-D,I know that you like me/And it's kinda frightenin' standin' here waitin' waitin’/And I became hypnotized/By freckles and bright eyes tongue-tied,G-C-Em-D,But now you're so far away and I'm down/Feelin' like a face in the crowd/I’m reachin' for you terrified,G-C-Em-D,Cause you could be the one that I love/I could be the one that you dream of/A message in a bottle is all I can do/Standin’ here hopin' it gets to you/You could be the one that I keep and I/I could be the reason you can't sleep at night/A mеssage in a bottle is all I can do/Standin’ herе hopin' it gets to you,NONE,NONE,C-G-C-Em-D,How is it in London? (London)/Where were you while I'm wonderin' (Wonderin’)/If I'll ever see you again?/You could be the one that I love mm-mm/And now I'm standin' here hopin' it gets to you,G-C-Em-D-G,(Love) You could be the one that I love/(Love) You could be the one that I love/(Love) My love/And now I'm standin' here hopin' this gets to you,False,False,message in a bottle taylors version from the vault,142,G,G-C-Em-D,G-C-Em-D,G-C-Em-D,NONE,C-G-C-Em-D,G-C-Em-D-G
Evermore,tolerate it,Taylor Swift  Aaron Dessner,2,C-D-G,C-D-G,I sit and watch you readin' with your head low/ I wake and watch you breathin' with your eyes closed/I sit and watch you/I notice everything you do or don't do/You’re so much older and wiser  and I,NONE,NONE,G-C-Em-D,I wait by the door like I'm just a kid/Use my best colors for your portrait/Lay the table with the fancy shit/And watch you tolerate it/If it's all in my head  tell me now/Tell me I've got it wrong somehow/I know my love should be celebrated/But you tolerate it,NONE,NONE,C-Em-D-Em,While you were out buildin' other worlds  where was I?/Where’s that man who'd throw blankets over my barbed wire?/I made you my temple  my mural  my sky/Now I'm beggin' for footnotes in the story of your life/Drawin’ hearts in the byline/Always takin' up too much space or time/You assume I'm fine  but what would you do if I (I),D,I sit and watch you,False,False,tolerate it,44,D-E-A,D-E-A,NONE,A-D-F#m-E,NONE,D-F#m-E-F#m,E
